Course Title,Grade Level,Grade Plan,Score,Academic Year,Value,Department
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class it,X Grade,Year-Long Grades,B+,2018-2019,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2018-2019,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2018-2019,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2021-2022,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2021-2022,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2021-2022,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2021-2022,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2021-2022,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2018-2019,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2021-2022,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class it,X Grade,Year-Long Grades,B,2017-2018,3,Starfish
Class it,X Grade,Year-Long Grades,B,2017-2018,3,Starfish
Class it,X Grade,Year-Long Grades,B,2017-2018,3,Starfish
Class it,X Grade,Year-Long Grades,B,2021-2022,3,Starfish
Class it,X Grade,Year-Long Grades,B,2021-2022,3,Starfish
Class it,X Grade,Year-Long Grades,B,2017-2018,3,Starfish
Class it,X Grade,Year-Long Grades,B-,2021-2022,2.7,Starfish
Class it,X Grade,Year-Long Grades,C+,2017-2018,2.33,Starfish
Class it,X Grade,Year-Long Grades,C+,2017-2018,2.33,Starfish
Class it,X Grade,Year-Long Grades,C+,2017-2018,2.33,Starfish
Class it,X Grade,Year-Long Grades,C,2021-2022,2,Starfish
Class it,X Grade,Year-Long Grades,C,2021-2022,2,Starfish
Class iz,T Grade,Fall Term Grades YL,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Fall Term Grades YL,C,2017-2018,2,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2018-2019,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2021-2022,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A,2017-2018,4,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2018-2019,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2021-2022,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,A-,2017-2018,3.7,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2021-2022,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2021-2022,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2018-2019,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2018-2019,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2018-2019,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2018-2019,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2018-2019,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2018-2019,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2018-2019,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2021-2022,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2021-2022,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B+,2017-2018,3.33,Starfish
Class iz,T Grade,Year-Long Grades,B,2018-2019,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2021-2022,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2021-2022,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2021-2022,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2021-2022,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2017-2018,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2017-2018,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2017-2018,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2018-2019,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2021-2022,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2021-2022,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2021-2022,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2017-2018,3,Starfish
Class iz,T Grade,Year-Long Grades,B,2017-2018,3,Starfish
Class iz,T Grade,Year-Long Grades,B-,2017-2018,2.7,Starfish
Class iz,T Grade,Fall Term Grades YL,A-,2018-2019,3.7,Starfish
Class j7,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class j7,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class j7,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class j7,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class j7,N Grade,Fall Term Grade,A,2017-2018,4,Unicorn
